subject_code,subject_name,term,day,period,instructors,class_id,status,note(特筆事項)
MTH401e,統計学,後学期,月,3,加藤　省吾,"情報数理工学プログラム,コンピュータサイエンスプログラム",filled,
MTH401e,統計学,後学期,金,1,原　聡,"メディア情報学プログラム,経営・社会情報学プログラム,デザイン思考・データサイエンスプログラム",filled,
MTH402a,応用数学第一,後学期,木,3,梶本　裕之,"メディア情報学プログラム,経営・社会情報学プログラム,デザイン思考・データサイエンスプログラム",filled,
MTH402a,応用数学第一,後学期,金,1,西山　悠,"情報数理工学プログラム,コンピュータサイエンスプログラム",filled,
MTH402b,応用数学第一,後学期,木,3,梶本　裕之,"メディア情報学プログラム,経営・社会情報学プログラム,デザイン思考・データサイエンスプログラム",filled,
MTH402b,応用数学第一,後学期,金,1,西山　悠,"情報数理工学プログラム,コンピュータサイエンスプログラム",filled,
MTH402c,応用数学第一,後学期,木,3,梶本　裕之,"メディア情報学プログラム,経営・社会情報学プログラム,デザイン思考・データサイエンスプログラム",filled,
MTH402c,応用数学第一,後学期,金,1,西山　悠,"情報数理工学プログラム,コンピュータサイエンスプログラム",filled,
MTH402d,応用数学第一,後学期,木,3,梶本　裕之,"メディア情報学プログラム,経営・社会情報学プログラム,デザイン思考・データサイエンスプログラム",filled,
MTH402d,応用数学第一,後学期,金,1,西山　悠,"情報数理工学プログラム,コンピュータサイエンスプログラム",filled,
MTH402e,応用数学第一,後学期,木,3,梶本　裕之,"メディア情報学プログラム,経営・社会情報学プログラム,デザイン思考・データサイエンスプログラム",filled,
MTH402e,応用数学第一,後学期,金,1,西山　悠,"情報数理工学プログラム,コンピュータサイエンスプログラム",filled,
MTH402f,数理統計,後学期,木,2,鷲沢　嘉一,,out_of_scope,情報理工学域の時間割画像内に当該科目名の記載が見当たらない(対象外の可能性、要確認)
MTH402f,数理統計,後学期,木,5,鈴木　淳,"セキュリティ情報学プログラム,情報通信工学プログラム,電子情報学プログラム",filled,
MTH402g,数理統計,後学期,木,2,鷲沢　嘉一,,out_of_scope,情報理工学域の時間割画像内に当該科目名の記載が見当たらない(対象外の可能性、要確認)
MTH402g,数理統計,後学期,木,5,鈴木　淳,"セキュリティ情報学プログラム,情報通信工学プログラム,電子情報学プログラム",filled,
MTH402h,数理統計,後学期,木,2,鷲沢　嘉一,,out_of_scope,情報理工学域の時間割画像内に当該科目名の記載が見当たらない(対象外の可能性、要確認)
MTH402h,数理統計,後学期,木,5,鈴木　淳,"セキュリティ情報学プログラム,情報通信工学プログラム,電子情報学プログラム",filled,
MTH403c,数値計算,後学期,火,3,小山　大介,情報数理工学プログラム,filled,
MTH403c,数値計算,後学期,金,2,山﨑　匡,コンピュータサイエンスプログラム,filled,
MTH403d,数値計算,後学期,火,3,小山　大介,情報数理工学プログラム,filled,
MTH403d,数値計算,後学期,金,2,山﨑　匡,コンピュータサイエンスプログラム,filled,
MTH403i,数理統計,後学期,木,2,鷲沢　嘉一,,out_of_scope,情報理工学域の時間割画像内に当該科目名の記載が見当たらない(対象外の可能性、要確認)
MTH403i,数理統計,後学期,木,5,鈴木　淳,"セキュリティ情報学プログラム,情報通信工学プログラム,電子情報学プログラム",filled,
MTH403j,数理統計,後学期,木,2,鷲沢　嘉一,,out_of_scope,情報理工学域の時間割画像内に当該科目名の記載が見当たらない(対象外の可能性、要確認)
MTH403j,数理統計,後学期,木,5,鈴木　淳,"セキュリティ情報学プログラム,情報通信工学プログラム,電子情報学プログラム",filled,
PHO501n,光工学実験第一,前学期,水,2,宮本・白川（晃）・浅原・庄司・戸倉川・田渕・岡田（全担当者はその他欄に記載）,,unresolved,担当者内訳が時間割の「その他欄」参照となっており、画像内でクラス別の個別対応が確認できない
PHO501n,光工学実験第一,前学期,水,3,宮本・白川（晃）・浅原・庄司・戸倉川・田渕・岡田（全担当者はその他欄に記載）,,unresolved,担当者内訳が時間割の「その他欄」参照となっており、画像内でクラス別の個別対応が確認できない
PHO501n,光工学実験第一,前学期,水,4,宮本・白川（晃）・浅原・庄司・戸倉川・田渕・岡田（全担当者はその他欄に記載）,,unresolved,担当者内訳が時間割の「その他欄」参照となっており、画像内でクラス別の個別対応が確認できない
PHO501n,光工学実験第一,前学期,木,2,宮本・白川（晃）・浅原・庄司・戸倉川・田渕・岡田（全担当者はその他欄に記載）,,unresolved,担当者内訳が時間割の「その他欄」参照となっており、画像内でクラス別の個別対応が確認できない
PHO501n,光工学実験第一,前学期,木,3,宮本・白川（晃）・浅原・庄司・戸倉川・田渕・岡田（全担当者はその他欄に記載）,,unresolved,担当者内訳が時間割の「その他欄」参照となっており、画像内でクラス別の個別対応が確認できない
PHO501n,光工学実験第一,前学期,木,4,宮本・白川（晃）・浅原・庄司・戸倉川・田渕・岡田（全担当者はその他欄に記載）,,unresolved,担当者内訳が時間割の「その他欄」参照となっており、画像内でクラス別の個別対応が確認できない
PHO601m,量子エレクトロニクス,後学期,木,3,張　贇,光工学プログラム,filled,
PHO601m,量子エレクトロニクス,後学期,金,3,清水　亮介,"電子工学プログラム,物理工学プログラム",filled,
PHO601p,量子エレクトロニクス,後学期,木,3,張　贇,光工学プログラム,filled,
PHO601p,量子エレクトロニクス,後学期,金,3,清水　亮介,"電子工学プログラム,物理工学プログラム",filled,
PHO602n,量子エレクトロニクス,後学期,木,3,張　贇,光工学プログラム,filled,
PHO602n,量子エレクトロニクス,後学期,金,3,清水　亮介,"電子工学プログラム,物理工学プログラム",filled,
PHY102z,物理学概論第一,前学期,火,1,野村　英之,クラス8,filled,
PHY102z,物理学概論第一,前学期,火,2,來住　直人,,unresolved,時間割画像の火2限枠で担当教員「來住　直人」の表記を確認できず、自動判定不可(要個別確認)
PHY102z,物理学概論第一,前学期,火,2,清水　亮介,,unresolved,時間割画像の火2限枠で担当教員「清水　亮介」の表記を確認できず、自動判定不可(要個別確認)
PHY102z,物理学概論第一,前学期,火,2,小池　卓二,クラス11,filled,
PHY102z,物理学概論第一,前学期,火,2,田中　一男,クラス12,filled,
PHY102z,物理学概論第一,前学期,火,3,横井　浩史,クラス4,filled,
PHY102z,物理学概論第一,前学期,火,3,鈴木　勝,,unresolved,時間割画像の火3限枠で担当教員「鈴木　勝」の表記を確認できず、自動判定不可(要個別確認)
PHY102z,物理学概論第一,前学期,火,3,細川　敬祐,クラス9,filled,
PHY102z,物理学概論第一,前学期,火,4,村中　隆弘,,unresolved,時間割画像の火4限枠で担当教員「村中　隆弘」の表記を確認できず、自動判定不可(要個別確認)
PHY102z,物理学概論第一,前学期,火,4,守　裕也,クラス2,filled,
PHY102z,物理学概論第一,前学期,火,4,田中　久陽,クラス5,filled,
PHY102z,物理学概論第一,前学期,火,4,古川　裕介,クラス7,filled,
PHY103z,物理学演習第一,前学期,水,3,佐々木（成）・中村（仁）・○鈴木（勝）,,unresolved,水3限の同じクラス/プログラムに別科目「数学演習第一」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
PHY103z,物理学演習第一,前学期,水,4,佐々木（成）・中村（仁）・○鈴木（勝）,,unresolved,水4限の同じクラス/プログラムに別科目「数学演習第一」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
PHY202z,物理学概論第二,後学期,火,2,岸本　哲夫,クラス3,filled,
PHY202z,物理学概論第二,後学期,火,2,大川　富雄,クラス6,filled,
PHY202z,物理学概論第二,後学期,火,2,阪口　豊,,unresolved,時間割画像の火2限枠で担当教員「阪口　豊」の表記を確認できず、自動判定不可(要個別確認)
PHY202z,物理学概論第二,後学期,火,2,石橋　功至,クラス11,filled,
PHY202z,物理学概論第二,後学期,火,2,美濃島　薫,クラス12,filled,
PHY202z,物理学概論第二,後学期,火,3,村松　大陸,クラス2,filled,
PHY202z,物理学概論第二,後学期,火,3,尚　方,クラス4,filled,
PHY202z,物理学概論第二,後学期,火,3,芳原　容英,クラス9,filled,
PHY202z,物理学概論第二,後学期,火,4,阪口　豊,,unresolved,時間割画像の火4限枠で担当教員「阪口　豊」の表記を確認できず、自動判定不可(要個別確認)
PHY202z,物理学概論第二,後学期,火,4,小久保　伸人,クラス5,filled,
PHY202z,物理学概論第二,後学期,火,4,沈　青,,unresolved,時間割画像の火4限枠で担当教員「沈　青」の表記を確認できず、自動判定不可(要個別確認)
PHY202z,物理学概論第二,後学期,火,4,野村　英之,クラス8,filled,
PHY203z,物理学演習第二,後学期,水,3,佐々木（成）・中村（仁）・○鈴木（勝）,,unresolved,水3限の同じクラス/プログラムに別科目「数学演習第二」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
PHY203z,物理学演習第二,後学期,水,4,佐々木（成）・中村（仁）・○鈴木（勝）,,unresolved,水4限の同じクラス/プログラムに別科目「数学演習第二」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
PHY204f,力学,後学期,月,1,津田　卓雄,クラス6,filled,
PHY204f,力学,後学期,月,1,杉　正夫,クラス5,filled,
PHY204f,力学,後学期,水,1,津田　卓雄,クラス8,filled,
PHY204f,力学,後学期,水,1,明　愛国,クラス7,filled,
PHY204g,力学,後学期,月,1,津田　卓雄,クラス6,filled,
PHY204g,力学,後学期,月,1,杉　正夫,クラス5,filled,
PHY204g,力学,後学期,水,1,津田　卓雄,クラス8,filled,
PHY204g,力学,後学期,水,1,明　愛国,クラス7,filled,
PHY204h,力学,後学期,月,1,津田　卓雄,クラス6,filled,
PHY204h,力学,後学期,月,1,杉　正夫,クラス5,filled,
PHY204h,力学,後学期,水,1,津田　卓雄,クラス8,filled,
PHY204h,力学,後学期,水,1,明　愛国,クラス7,filled,
PHY204i,力学,後学期,月,1,津田　卓雄,クラス6,filled,
PHY204i,力学,後学期,月,1,杉　正夫,クラス5,filled,
PHY204i,力学,後学期,水,1,津田　卓雄,クラス8,filled,
PHY204i,力学,後学期,水,1,明　愛国,クラス7,filled,
PHY204j,力学,後学期,月,1,津田　卓雄,クラス6,filled,
PHY204j,力学,後学期,月,1,杉　正夫,クラス5,filled,
PHY204j,力学,後学期,水,1,津田　卓雄,クラス8,filled,
PHY204j,力学,後学期,水,1,明　愛国,クラス7,filled,
PHY204k,力学,後学期,月,1,島田　宏,クラス9,filled,
PHY204k,力学,後学期,月,1,酒井　剛,クラス10,filled,
PHY204k,力学,後学期,月,1,中川　賢一,クラス11,filled,
PHY204k,力学,後学期,月,1,千葉　一永,クラス12,filled,
PHY204m,力学,後学期,月,1,島田　宏,クラス9,filled,
PHY204m,力学,後学期,月,1,酒井　剛,クラス10,filled,
PHY204m,力学,後学期,月,1,中川　賢一,クラス11,filled,
PHY204m,力学,後学期,月,1,千葉　一永,クラス12,filled,
PHY204n,力学,後学期,月,1,島田　宏,クラス9,filled,
PHY204n,力学,後学期,月,1,酒井　剛,クラス10,filled,
PHY204n,力学,後学期,月,1,中川　賢一,クラス11,filled,
PHY204n,力学,後学期,月,1,千葉　一永,クラス12,filled,
PHY204p,力学,後学期,月,1,島田　宏,クラス9,filled,
PHY204p,力学,後学期,月,1,酒井　剛,クラス10,filled,
PHY204p,力学,後学期,月,1,中川　賢一,クラス11,filled,
PHY204p,力学,後学期,月,1,千葉　一永,クラス12,filled,
PHY204r,力学,後学期,月,1,島田　宏,クラス9,filled,
PHY204r,力学,後学期,月,1,酒井　剛,クラス10,filled,
PHY204r,力学,後学期,月,1,中川　賢一,クラス11,filled,
PHY204r,力学,後学期,月,1,千葉　一永,クラス12,filled,
PHY205k,力学演習,後学期,水,1,島田　宏,クラス9,filled,
PHY205k,力学演習,後学期,水,1,酒井　剛,クラス10,filled,
PHY205k,力学演習,後学期,水,1,中川　賢一,クラス11,filled,
PHY205k,力学演習,後学期,水,1,守　裕也,クラス12,filled,
PHY205m,力学演習,後学期,水,1,島田　宏,クラス9,filled,
PHY205m,力学演習,後学期,水,1,酒井　剛,クラス10,filled,
PHY205m,力学演習,後学期,水,1,中川　賢一,クラス11,filled,
PHY205m,力学演習,後学期,水,1,守　裕也,クラス12,filled,
PHY205n,力学演習,後学期,水,1,島田　宏,クラス9,filled,
PHY205n,力学演習,後学期,水,1,酒井　剛,クラス10,filled,
PHY205n,力学演習,後学期,水,1,中川　賢一,クラス11,filled,
PHY205n,力学演習,後学期,水,1,守　裕也,クラス12,filled,
PHY205p,力学演習,後学期,水,1,島田　宏,クラス9,filled,
PHY205p,力学演習,後学期,水,1,酒井　剛,クラス10,filled,
PHY205p,力学演習,後学期,水,1,中川　賢一,クラス11,filled,
PHY205p,力学演習,後学期,水,1,守　裕也,クラス12,filled,
PHY205r,力学演習,後学期,水,1,島田　宏,クラス9,filled,
PHY205r,力学演習,後学期,水,1,酒井　剛,クラス10,filled,
PHY205r,力学演習,後学期,水,1,中川　賢一,クラス11,filled,
PHY205r,力学演習,後学期,水,1,守　裕也,クラス12,filled,
PHY301f,基礎電磁気学,前学期,月,2,芳原　容英,"I5クラス,I6クラス",filled,
PHY301f,基礎電磁気学,前学期,月,3,村松　大陸,Mエリア,filled,
PHY301f,基礎電磁気学,前学期,火,4,細川　敬祐,,unresolved,火4限の同じクラス/プログラムに別科目「基礎電気回路」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
PHY301f,基礎電磁気学,前学期,金,2,肖　鳳超,"I3クラス,I4クラス",filled,
PHY301g,基礎電磁気学,前学期,月,2,芳原　容英,"I5クラス,I6クラス",filled,
PHY301g,基礎電磁気学,前学期,月,3,村松　大陸,Mエリア,filled,
PHY301g,基礎電磁気学,前学期,火,4,細川　敬祐,,unresolved,火4限の同じクラス/プログラムに別科目「基礎電気回路」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
PHY301g,基礎電磁気学,前学期,金,2,肖　鳳超,"I3クラス,I4クラス",filled,
PHY301h,基礎電磁気学,前学期,月,2,芳原　容英,"I5クラス,I6クラス",filled,
PHY301h,基礎電磁気学,前学期,月,3,村松　大陸,Mエリア,filled,
PHY301h,基礎電磁気学,前学期,火,4,細川　敬祐,,unresolved,火4限の同じクラス/プログラムに別科目「基礎電気回路」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
PHY301h,基礎電磁気学,前学期,金,2,肖　鳳超,"I3クラス,I4クラス",filled,
PHY301i,基礎電磁気学,前学期,月,2,芳原　容英,"I5クラス,I6クラス",filled,
PHY301i,基礎電磁気学,前学期,月,3,村松　大陸,Mエリア,filled,
PHY301i,基礎電磁気学,前学期,火,4,細川　敬祐,,unresolved,火4限の同じクラス/プログラムに別科目「基礎電気回路」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
PHY301i,基礎電磁気学,前学期,金,2,肖　鳳超,"I3クラス,I4クラス",filled,
PHY301j,基礎電磁気学,前学期,月,2,芳原　容英,"I5クラス,I6クラス",filled,
PHY301j,基礎電磁気学,前学期,月,3,村松　大陸,Mエリア,filled,
PHY301j,基礎電磁気学,前学期,火,4,細川　敬祐,,unresolved,火4限の同じクラス/プログラムに別科目「基礎電気回路」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
PHY301j,基礎電磁気学,前学期,金,2,肖　鳳超,"I3クラス,I4クラス",filled,
PHY301k,熱力学,前学期,月,3,尾関　之康,Mエリア(3クラス),filled,
PHY301k,熱力学,前学期,月,3,松林　和幸,Mエリア(4クラス),filled,
PHY301k,熱力学,前学期,火,2,安井　正憲,,unresolved,時間割画像の火2限枠で担当教員「安井　正憲」の表記を確認できず、自動判定不可(要個別確認)
PHY301k,熱力学,前学期,火,2,大川　富雄,Mエリア(2クラス),filled,
PHY301m,熱力学,前学期,月,3,尾関　之康,Mエリア(3クラス),filled,
PHY301m,熱力学,前学期,月,3,松林　和幸,Mエリア(4クラス),filled,
PHY301m,熱力学,前学期,火,2,安井　正憲,,unresolved,時間割画像の火2限枠で担当教員「安井　正憲」の表記を確認できず、自動判定不可(要個別確認)
PHY301m,熱力学,前学期,火,2,大川　富雄,Mエリア(2クラス),filled,
PHY301n,熱力学,前学期,月,3,尾関　之康,Mエリア(3クラス),filled,
PHY301n,熱力学,前学期,月,3,松林　和幸,Mエリア(4クラス),filled,
PHY301n,熱力学,前学期,火,2,安井　正憲,,unresolved,時間割画像の火2限枠で担当教員「安井　正憲」の表記を確認できず、自動判定不可(要個別確認)
PHY301n,熱力学,前学期,火,2,大川　富雄,Mエリア(2クラス),filled,
PHY301p,熱力学,前学期,月,3,尾関　之康,Mエリア(3クラス),filled,
PHY301p,熱力学,前学期,月,3,松林　和幸,Mエリア(4クラス),filled,
PHY301p,熱力学,前学期,火,2,安井　正憲,,unresolved,時間割画像の火2限枠で担当教員「安井　正憲」の表記を確認できず、自動判定不可(要個別確認)
PHY301p,熱力学,前学期,火,2,大川　富雄,Mエリア(2クラス),filled,
PHY301r,熱力学,前学期,月,3,尾関　之康,Mエリア(3クラス),filled,
PHY301r,熱力学,前学期,月,3,松林　和幸,Mエリア(4クラス),filled,
PHY301r,熱力学,前学期,火,2,安井　正憲,,unresolved,時間割画像の火2限枠で担当教員「安井　正憲」の表記を確認できず、自動判定不可(要個別確認)
PHY301r,熱力学,前学期,火,2,大川　富雄,Mエリア(2クラス),filled,
PHY302f,波動と光,前学期,火,1,木寺　正平,,unresolved,同じクラス内で学籍番号(奇数/偶数等)により「波動と光」と「離散数学」に分かれる枠のため、クラス単位のclass_idでは表現できない(画像内表記: 離散数学（山口（和））：学籍番号奇数東5-241波動と光（木寺）：学籍番号偶数西8-131)。要個別対応
PHY302f,波動と光,前学期,金,1,松浦　基晴,,unresolved,同じクラス内で学籍番号(奇数/偶数等)により「波動と光」と「離散数学」に分かれる枠のため、クラス単位のclass_idでは表現できない(画像内表記: 波動と光（松浦）：学籍番号奇数)。要個別対応
PHY302g,波動と光,前学期,火,1,木寺　正平,,unresolved,同じクラス内で学籍番号(奇数/偶数等)により「波動と光」と「離散数学」に分かれる枠のため、クラス単位のclass_idでは表現できない(画像内表記: 離散数学（山口（和））：学籍番号奇数東5-241波動と光（木寺）：学籍番号偶数西8-131)。要個別対応
PHY302g,波動と光,前学期,金,1,松浦　基晴,,unresolved,同じクラス内で学籍番号(奇数/偶数等)により「波動と光」と「離散数学」に分かれる枠のため、クラス単位のclass_idでは表現できない(画像内表記: 波動と光（松浦）：学籍番号奇数)。要個別対応
PHY302h,波動と光,前学期,火,1,木寺　正平,,unresolved,同じクラス内で学籍番号(奇数/偶数等)により「波動と光」と「離散数学」に分かれる枠のため、クラス単位のclass_idでは表現できない(画像内表記: 離散数学（山口（和））：学籍番号奇数東5-241波動と光（木寺）：学籍番号偶数西8-131)。要個別対応
PHY302h,波動と光,前学期,金,1,松浦　基晴,,unresolved,同じクラス内で学籍番号(奇数/偶数等)により「波動と光」と「離散数学」に分かれる枠のため、クラス単位のclass_idでは表現できない(画像内表記: 波動と光（松浦）：学籍番号奇数)。要個別対応
PHY302k,基礎電磁気学および演習,前学期,月,1,斎藤　弘樹,,unresolved,時間割画像の月1限枠で担当教員「斎藤　弘樹」の表記を確認できず、自動判定不可(要個別確認)
PHY302k,基礎電磁気学および演習,前学期,月,2,斎藤　弘樹,,unresolved,時間割画像の月2限枠で担当教員「斎藤　弘樹」の表記を確認できず、自動判定不可(要個別確認)
PHY302k,基礎電磁気学および演習,前学期,月,1,武者　満,,unresolved,時間割画像の月1限枠で担当教員「武者　満」の表記を確認できず、自動判定不可(要個別確認)
PHY302k,基礎電磁気学および演習,前学期,月,2,武者　満,Mエリア(3クラス),filled,
PHY302k,基礎電磁気学および演習,前学期,月,1,白川　晃,,unresolved,時間割画像の月1限枠で担当教員「白川　晃」の表記を確認できず、自動判定不可(要個別確認)
PHY302k,基礎電磁気学および演習,前学期,月,2,白川　晃,Mエリア(2クラス),filled,
PHY302k,基礎電磁気学および演習,前学期,月,1,中村　淳,,unresolved,時間割画像の月1限枠で担当教員「中村　淳」の表記を確認できず、自動判定不可(要個別確認)
PHY302k,基礎電磁気学および演習,前学期,月,2,中村　淳,,unresolved,時間割画像の月2限枠で担当教員「中村　淳」の表記を確認できず、自動判定不可(要個別確認)
PHY302m,基礎電磁気学および演習,前学期,月,1,斎藤　弘樹,,unresolved,時間割画像の月1限枠で担当教員「斎藤　弘樹」の表記を確認できず、自動判定不可(要個別確認)
PHY302m,基礎電磁気学および演習,前学期,月,2,斎藤　弘樹,,unresolved,時間割画像の月2限枠で担当教員「斎藤　弘樹」の表記を確認できず、自動判定不可(要個別確認)
PHY302m,基礎電磁気学および演習,前学期,月,1,武者　満,,unresolved,時間割画像の月1限枠で担当教員「武者　満」の表記を確認できず、自動判定不可(要個別確認)
PHY302m,基礎電磁気学および演習,前学期,月,2,武者　満,Mエリア(3クラス),filled,
PHY302m,基礎電磁気学および演習,前学期,月,1,白川　晃,,unresolved,時間割画像の月1限枠で担当教員「白川　晃」の表記を確認できず、自動判定不可(要個別確認)
PHY302m,基礎電磁気学および演習,前学期,月,2,白川　晃,Mエリア(2クラス),filled,
PHY302m,基礎電磁気学および演習,前学期,月,1,中村　淳,,unresolved,時間割画像の月1限枠で担当教員「中村　淳」の表記を確認できず、自動判定不可(要個別確認)
PHY302m,基礎電磁気学および演習,前学期,月,2,中村　淳,,unresolved,時間割画像の月2限枠で担当教員「中村　淳」の表記を確認できず、自動判定不可(要個別確認)
PHY302n,基礎電磁気学および演習,前学期,月,1,斎藤　弘樹,,unresolved,時間割画像の月1限枠で担当教員「斎藤　弘樹」の表記を確認できず、自動判定不可(要個別確認)
PHY302n,基礎電磁気学および演習,前学期,月,2,斎藤　弘樹,,unresolved,時間割画像の月2限枠で担当教員「斎藤　弘樹」の表記を確認できず、自動判定不可(要個別確認)
PHY302n,基礎電磁気学および演習,前学期,月,1,武者　満,,unresolved,時間割画像の月1限枠で担当教員「武者　満」の表記を確認できず、自動判定不可(要個別確認)
PHY302n,基礎電磁気学および演習,前学期,月,2,武者　満,Mエリア(3クラス),filled,
PHY302n,基礎電磁気学および演習,前学期,月,1,白川　晃,,unresolved,時間割画像の月1限枠で担当教員「白川　晃」の表記を確認できず、自動判定不可(要個別確認)
PHY302n,基礎電磁気学および演習,前学期,月,2,白川　晃,Mエリア(2クラス),filled,
PHY302n,基礎電磁気学および演習,前学期,月,1,中村　淳,,unresolved,時間割画像の月1限枠で担当教員「中村　淳」の表記を確認できず、自動判定不可(要個別確認)
PHY302n,基礎電磁気学および演習,前学期,月,2,中村　淳,,unresolved,時間割画像の月2限枠で担当教員「中村　淳」の表記を確認できず、自動判定不可(要個別確認)
PHY302p,基礎電磁気学および演習,前学期,月,1,斎藤　弘樹,,unresolved,時間割画像の月1限枠で担当教員「斎藤　弘樹」の表記を確認できず、自動判定不可(要個別確認)
PHY302p,基礎電磁気学および演習,前学期,月,2,斎藤　弘樹,,unresolved,時間割画像の月2限枠で担当教員「斎藤　弘樹」の表記を確認できず、自動判定不可(要個別確認)
PHY302p,基礎電磁気学および演習,前学期,月,1,武者　満,,unresolved,時間割画像の月1限枠で担当教員「武者　満」の表記を確認できず、自動判定不可(要個別確認)
PHY302p,基礎電磁気学および演習,前学期,月,2,武者　満,Mエリア(3クラス),filled,
PHY302p,基礎電磁気学および演習,前学期,月,1,白川　晃,,unresolved,時間割画像の月1限枠で担当教員「白川　晃」の表記を確認できず、自動判定不可(要個別確認)
PHY302p,基礎電磁気学および演習,前学期,月,2,白川　晃,Mエリア(2クラス),filled,
PHY302p,基礎電磁気学および演習,前学期,月,1,中村　淳,,unresolved,時間割画像の月1限枠で担当教員「中村　淳」の表記を確認できず、自動判定不可(要個別確認)
PHY302p,基礎電磁気学および演習,前学期,月,2,中村　淳,,unresolved,時間割画像の月2限枠で担当教員「中村　淳」の表記を確認できず、自動判定不可(要個別確認)
PHY302r,基礎電磁気学および演習,前学期,月,1,斎藤　弘樹,,unresolved,時間割画像の月1限枠で担当教員「斎藤　弘樹」の表記を確認できず、自動判定不可(要個別確認)
PHY302r,基礎電磁気学および演習,前学期,月,2,斎藤　弘樹,,unresolved,時間割画像の月2限枠で担当教員「斎藤　弘樹」の表記を確認できず、自動判定不可(要個別確認)
PHY302r,基礎電磁気学および演習,前学期,月,1,武者　満,,unresolved,時間割画像の月1限枠で担当教員「武者　満」の表記を確認できず、自動判定不可(要個別確認)
PHY302r,基礎電磁気学および演習,前学期,月,2,武者　満,Mエリア(3クラス),filled,
PHY302r,基礎電磁気学および演習,前学期,月,1,白川　晃,,unresolved,時間割画像の月1限枠で担当教員「白川　晃」の表記を確認できず、自動判定不可(要個別確認)
PHY302r,基礎電磁気学および演習,前学期,月,2,白川　晃,Mエリア(2クラス),filled,
PHY302r,基礎電磁気学および演習,前学期,月,1,中村　淳,,unresolved,時間割画像の月1限枠で担当教員「中村　淳」の表記を確認できず、自動判定不可(要個別確認)
PHY302r,基礎電磁気学および演習,前学期,月,2,中村　淳,,unresolved,時間割画像の月2限枠で担当教員「中村　淳」の表記を確認できず、自動判定不可(要個別確認)
PHY303i,波動と光,前学期,火,1,木寺　正平,,unresolved,同じクラス内で学籍番号(奇数/偶数等)により「波動と光」と「離散数学」に分かれる枠のため、クラス単位のclass_idでは表現できない(画像内表記: 離散数学（山口（和））：学籍番号奇数東5-241波動と光（木寺）：学籍番号偶数西8-131)。要個別対応
PHY303i,波動と光,前学期,金,1,松浦　基晴,,unresolved,同じクラス内で学籍番号(奇数/偶数等)により「波動と光」と「離散数学」に分かれる枠のため、クラス単位のclass_idでは表現できない(画像内表記: 波動と光（松浦）：学籍番号奇数)。要個別対応
PHY303j,波動と光,前学期,火,1,木寺　正平,,unresolved,同じクラス内で学籍番号(奇数/偶数等)により「波動と光」と「離散数学」に分かれる枠のため、クラス単位のclass_idでは表現できない(画像内表記: 離散数学（山口（和））：学籍番号奇数東5-241波動と光（木寺）：学籍番号偶数西8-131)。要個別対応
PHY303j,波動と光,前学期,金,1,松浦　基晴,,unresolved,同じクラス内で学籍番号(奇数/偶数等)により「波動と光」と「離散数学」に分かれる枠のため、クラス単位のclass_idでは表現できない(画像内表記: 波動と光（松浦）：学籍番号奇数)。要個別対応
PHY401g,電磁気学第一,後学期,月,2,安藤　芳晃,電子情報学プログラム,filled,
PHY401g,電磁気学第一,後学期,木,4,肖　鳳超,情報通信工学プログラム,filled,
PHY401h,電磁気学第一,後学期,月,2,安藤　芳晃,電子情報学プログラム,filled,
PHY401h,電磁気学第一,後学期,木,4,肖　鳳超,情報通信工学プログラム,filled,
PHY401k,電磁気学および演習,後学期,火,1,谷口　淳子,,unresolved,時間割画像の火1限枠で担当教員「谷口　淳子」の表記を確認できず、自動判定不可(要個別確認)
PHY401k,電磁気学および演習,後学期,火,2,谷口　淳子,,unresolved,時間割画像の火2限枠で担当教員「谷口　淳子」の表記を確認できず、自動判定不可(要個別確認)
PHY401k,電磁気学および演習,後学期,水,3,森永　実,"電子工学プログラム,光工学プログラム",filled,
PHY401k,電磁気学および演習,後学期,水,4,森永　実,"電子工学プログラム,光工学プログラム",filled,
PHY401k,電磁気学および演習,後学期,水,3,斎藤　弘樹,,unresolved,時間割画像の水3限枠で担当教員「斎藤　弘樹」の表記を確認できず、自動判定不可(要個別確認)
PHY401k,電磁気学および演習,後学期,水,4,斎藤　弘樹,,unresolved,時間割画像の水4限枠で担当教員「斎藤　弘樹」の表記を確認できず、自動判定不可(要個別確認)
PHY401k,電磁気学および演習,後学期,金,2,宮本　洋子,,unresolved,金2限の同じクラス/プログラムに別科目「基礎電子回路」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
PHY401k,電磁気学および演習,後学期,金,3,宮本　洋子,,unresolved,時間割画像の金3限枠で担当教員「宮本　洋子」の表記を確認できず、自動判定不可(要個別確認)
